Accession,Title,"Sample Type",Taxonomy,Channels,Platform,Series,"Supplementary Types","Supplementary Links","SRA Accession",Contact,"Release Date"
GSM1433180,young_C57BL6_LTHSC_17,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649385,SRX649385,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433181,young_C57BL6_LTHSC_18,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649386,SRX649386,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433182,young_C57BL6_LTHSC_19,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649387,SRX649387,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433183,young_C57BL6_LTHSC_20,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649388,SRX649388,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433184,young_C57BL6_LTHSC_21,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649389,SRX649389,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433185,young_C57BL6_LTHSC_22,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649390,SRX649390,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433186,young_C57BL6_LTHSC_23,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649391,SRX649391,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433187,young_C57BL6_LTHSC_24,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649392,SRX649392,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433188,young_C57BL6_LTHSC_25,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649393,SRX649393,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433189,young_C57BL6_LTHSC_26,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649394,SRX649394,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433190,young_C57BL6_LTHSC_27,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649395,SRX649395,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433191,young_C57BL6_LTHSC_28,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649396,SRX649396,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433192,young_C57BL6_LTHSC_29,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649397,SRX649397,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433193,young_C57BL6_LTHSC_30,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649398,SRX649398,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433194,young_C57BL6_LTHSC_31,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649399,SRX649399,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433195,young_C57BL6_LTHSC_32,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649400,SRX649400,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433196,young_C57BL6_LTHSC_33,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649401,SRX649401,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433197,young_C57BL6_LTHSC_34,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649402,SRX649402,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433198,young_C57BL6_LTHSC_35,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649403,SRX649403,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433199,young_C57BL6_LTHSC_36,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649404,SRX649404,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433200,young_C57BL6_LTHSC_37,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649405,SRX649405,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433201,young_C57BL6_LTHSC_38,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649406,SRX649406,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433202,young_C57BL6_LTHSC_39,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649407,SRX649407,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433203,young_C57BL6_LTHSC_40,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649408,SRX649408,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433204,young_C57BL6_LTHSC_41,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649409,SRX649409,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433205,young_C57BL6_LTHSC_42,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649410,SRX649410,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433206,young_C57BL6_LTHSC_43,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649411,SRX649411,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433207,young_C57BL6_LTHSC_44,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649412,SRX649412,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433208,young_C57BL6_LTHSC_45,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649413,SRX649413,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433209,young_C57BL6_LTHSC_46,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649414,SRX649414,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433210,young_C57BL6_LTHSC_47,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649415,SRX649415,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433211,young_C57BL6_LTHSC_48,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649416,SRX649416,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433212,young_C57BL6_LTHSC_49,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649417,SRX649417,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433213,young_C57BL6_LTHSC_50,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649418,SRX649418,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433214,young_C57BL6_LTHSC_51,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649419,SRX649419,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433215,young_C57BL6_LTHSC_52,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649420,SRX649420,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433216,young_C57BL6_LTHSC_53,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649421,SRX649421,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433217,young_C57BL6_LTHSC_54,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649422,SRX649422,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433218,young_C57BL6_LTHSC_55,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649423,SRX649423,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433219,young_C57BL6_LTHSC_56,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649424,SRX649424,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433220,young_C57BL6_LTHSC_57,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649425,SRX649425,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433221,young_C57BL6_LTHSC_58,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649426,SRX649426,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433222,young_C57BL6_LTHSC_59,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649427,SRX649427,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433223,young_C57BL6_LTHSC_60,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649428,SRX649428,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433224,young_C57BL6_LTHSC_61,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649429,SRX649429,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433225,young_C57BL6_LTHSC_62,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649430,SRX649430,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433226,young_C57BL6_LTHSC_63,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649431,SRX649431,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433227,young_C57BL6_LTHSC_64,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649432,SRX649432,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433228,young_C57BL6_LTHSC_65,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649433,SRX649433,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433229,young_C57BL6_LTHSC_66,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649434,SRX649434,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433230,young_C57BL6_LTHSC_67,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649435,SRX649435,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433231,young_C57BL6_LTHSC_68,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649436,SRX649436,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433232,young_C57BL6_LTHSC_69,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649437,SRX649437,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433233,young_C57BL6_LTHSC_70,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649438,SRX649438,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433234,young_C57BL6_LTHSC_71,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649439,SRX649439,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433235,young_C57BL6_LTHSC_72,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649440,SRX649440,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433236,young_C57BL6_LTHSC_73,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649441,SRX649441,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433237,young_C57BL6_LTHSC_74,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649442,SRX649442,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433238,young_C57BL6_LTHSC_75,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649443,SRX649443,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433239,young_C57BL6_LTHSC_76,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649444,SRX649444,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433240,young_C57BL6_LTHSC_77,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649445,SRX649445,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433241,young_C57BL6_LTHSC_78,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649446,SRX649446,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433242,young_C57BL6_LTHSC_79,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649447,SRX649447,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433243,young_C57BL6_LTHSC_80,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649448,SRX649448,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433244,young_C57BL6_LTHSC_81,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649449,SRX649449,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433245,young_C57BL6_LTHSC_82,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649450,SRX649450,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433246,young_C57BL6_LTHSC_83,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649451,SRX649451,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433247,young_C57BL6_LTHSC_84,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649452,SRX649452,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433248,young_C57BL6_LTHSC_85,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649453,SRX649453,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433249,young_C57BL6_LTHSC_86,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649454,SRX649454,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433250,young_C57BL6_LTHSC_87,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649455,SRX649455,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433251,young_C57BL6_LTHSC_88,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649456,SRX649456,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433252,young_C57BL6_LTHSC_89,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649457,SRX649457,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433253,young_C57BL6_LTHSC_90,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649458,SRX649458,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433254,young_C57BL6_LTHSC_91,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649459,SRX649459,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433255,young_C57BL6_LTHSC_92,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649460,SRX649460,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433256,young_C57BL6_LTHSC_93,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649461,SRX649461,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433257,young_C57BL6_LTHSC_94,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649462,SRX649462,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433258,young_C57BL6_LTHSC_95,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649463,SRX649463,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433259,young_C57BL6_LTHSC_96,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649464,SRX649464,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433260,young_C57BL6_LTHSC_97,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649465,SRX649465,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433261,young_C57BL6_LTHSC_98,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649466,SRX649466,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433262,young_C57BL6_LTHSC_99,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649467,SRX649467,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433263,young_C57BL6_LTHSC_100,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649468,SRX649468,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433264,young_C57BL6_LTHSC_101,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649469,SRX649469,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433265,young_C57BL6_LTHSC_102,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649470,SRX649470,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433266,young_C57BL6_LTHSC_103,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649471,SRX649471,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433267,young_C57BL6_LTHSC_104,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649472,SRX649472,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433268,young_C57BL6_LTHSC_105,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649473,SRX649473,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433269,young_C57BL6_LTHSC_106,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649474,SRX649474,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433270,young_C57BL6_LTHSC_107,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649475,SRX649475,"Monika Sylwia Kowalczyk","Sep 30, 2015"
GSM1433271,young_C57BL6_LTHSC_108,SRA,"Mus musculus",1,GPL13112,GSE59114,"SRA Run Selector",https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX649476,SRX649476,"Monika Sylwia Kowalczyk","Sep 30, 2015"
