Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM1957064,whOrg1_G4_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456562,SRX1456562,Gray Camp,7-Dec-15
GSM1957065,whOrg1_G5_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456563,SRX1456563,Gray Camp,7-Dec-15
GSM1957066,whOrg1_G6_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456564,SRX1456564,Gray Camp,7-Dec-15
GSM1957067,whOrg1_G6_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456565,SRX1456565,Gray Camp,7-Dec-15
GSM1957068,whOrg1_G7_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456566,SRX1456566,Gray Camp,7-Dec-15
GSM1957069,whOrg1_G7_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456567,SRX1456567,Gray Camp,7-Dec-15
GSM1957070,whOrg1_G8_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456568,SRX1456568,Gray Camp,7-Dec-15
GSM1957071,whOrg1_G8_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456569,SRX1456569,Gray Camp,7-Dec-15
GSM1957072,whOrg1_G9_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456570,SRX1456570,Gray Camp,7-Dec-15
GSM1957073,whOrg1_H10_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456571,SRX1456571,Gray Camp,7-Dec-15
GSM1957074,whOrg1_H11_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456572,SRX1456572,Gray Camp,7-Dec-15
GSM1957075,whOrg1_H12_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456573,SRX1456573,Gray Camp,7-Dec-15
GSM1957076,whOrg1_H1_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456574,SRX1456574,Gray Camp,7-Dec-15
GSM1957077,whOrg1_H1_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456575,SRX1456575,Gray Camp,7-Dec-15
GSM1957078,whOrg1_H2_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456576,SRX1456576,Gray Camp,7-Dec-15
GSM1957079,whOrg1_H2_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456577,SRX1456577,Gray Camp,7-Dec-15
GSM1957080,whOrg1_H3_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456578,SRX1456578,Gray Camp,7-Dec-15
GSM1957081,whOrg1_H4_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456579,SRX1456579,Gray Camp,7-Dec-15
GSM1957082,whOrg1_H5_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456580,SRX1456580,Gray Camp,7-Dec-15
GSM1957083,whOrg1_H6_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456581,SRX1456581,Gray Camp,7-Dec-15
GSM1957084,whOrg1_H6_hOrg33d_c2,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456582,SRX1456582,Gray Camp,7-Dec-15
GSM1957085,whOrg1_H7_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456583,SRX1456583,Gray Camp,7-Dec-15
GSM1957086,whOrg1_H8_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456584,SRX1456584,Gray Camp,7-Dec-15
GSM1957087,whOrg1_H9_hOrg33d_c1,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456585,SRX1456585,Gray Camp,7-Dec-15
GSM1957088,whOrg2_A10_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456586,SRX1456586,Gray Camp,7-Dec-15
GSM1957089,whOrg2_A11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456587,SRX1456587,Gray Camp,7-Dec-15
GSM1957090,whOrg2_A1_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456588,SRX1456588,Gray Camp,7-Dec-15
GSM1957091,whOrg2_A2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456589,SRX1456589,Gray Camp,7-Dec-15
GSM1957092,whOrg2_A3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456590,SRX1456590,Gray Camp,7-Dec-15
GSM1957093,whOrg2_A4_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456591,SRX1456591,Gray Camp,7-Dec-15
GSM1957094,whOrg2_A5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456592,SRX1456592,Gray Camp,7-Dec-15
GSM1957095,whOrg2_A6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456593,SRX1456593,Gray Camp,7-Dec-15
GSM1957096,whOrg2_A7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456594,SRX1456594,Gray Camp,7-Dec-15
GSM1957097,whOrg2_A8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456595,SRX1456595,Gray Camp,7-Dec-15
GSM1957098,whOrg2_A9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456596,SRX1456596,Gray Camp,7-Dec-15
GSM1957099,whOrg2_B10_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456597,SRX1456597,Gray Camp,7-Dec-15
GSM1957100,whOrg2_B11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456598,SRX1456598,Gray Camp,7-Dec-15
GSM1957101,whOrg2_B12_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456599,SRX1456599,Gray Camp,7-Dec-15
GSM1957102,whOrg2_B1_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456600,SRX1456600,Gray Camp,7-Dec-15
GSM1957103,whOrg2_B2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456601,SRX1456601,Gray Camp,7-Dec-15
GSM1957104,whOrg2_B3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456602,SRX1456602,Gray Camp,7-Dec-15
GSM1957105,whOrg2_B4_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456603,SRX1456603,Gray Camp,7-Dec-15
GSM1957106,whOrg2_B5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456604,SRX1456604,Gray Camp,7-Dec-15
GSM1957107,whOrg2_B6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456605,SRX1456605,Gray Camp,7-Dec-15
GSM1957108,whOrg2_B7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456606,SRX1456606,Gray Camp,7-Dec-15
GSM1957109,whOrg2_B8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456607,SRX1456607,Gray Camp,7-Dec-15
GSM1957110,whOrg2_B9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456608,SRX1456608,Gray Camp,7-Dec-15
GSM1957111,whOrg2_C10_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456609,SRX1456609,Gray Camp,7-Dec-15
GSM1957112,whOrg2_C11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456610,SRX1456610,Gray Camp,7-Dec-15
GSM1957113,whOrg2_C12_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456611,SRX1456611,Gray Camp,7-Dec-15
GSM1957114,whOrg2_C1_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456612,SRX1456612,Gray Camp,7-Dec-15
GSM1957115,whOrg2_C2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456613,SRX1456613,Gray Camp,7-Dec-15
GSM1957116,whOrg2_C3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456614,SRX1456614,Gray Camp,7-Dec-15
GSM1957117,whOrg2_C5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456615,SRX1456615,Gray Camp,7-Dec-15
GSM1957118,whOrg2_C6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456616,SRX1456616,Gray Camp,7-Dec-15
GSM1957119,whOrg2_C7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456617,SRX1456617,Gray Camp,7-Dec-15
GSM1957120,whOrg2_C8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456618,SRX1456618,Gray Camp,7-Dec-15
GSM1957121,whOrg2_C9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456619,SRX1456619,Gray Camp,7-Dec-15
GSM1957122,whOrg2_D11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456620,SRX1456620,Gray Camp,7-Dec-15
GSM1957123,whOrg2_D12_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456621,SRX1456621,Gray Camp,7-Dec-15
GSM1957124,whOrg2_D1_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456622,SRX1456622,Gray Camp,7-Dec-15
GSM1957125,whOrg2_D2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456623,SRX1456623,Gray Camp,7-Dec-15
GSM1957126,whOrg2_D3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456624,SRX1456624,Gray Camp,7-Dec-15
GSM1957127,whOrg2_D4_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456625,SRX1456625,Gray Camp,7-Dec-15
GSM1957128,whOrg2_D5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456626,SRX1456626,Gray Camp,7-Dec-15
GSM1957129,whOrg2_D6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456627,SRX1456627,Gray Camp,7-Dec-15
GSM1957130,whOrg2_D7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456628,SRX1456628,Gray Camp,7-Dec-15
GSM1957131,whOrg2_D8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456629,SRX1456629,Gray Camp,7-Dec-15
GSM1957132,whOrg2_D9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456630,SRX1456630,Gray Camp,7-Dec-15
GSM1957133,whOrg2_E10_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456631,SRX1456631,Gray Camp,7-Dec-15
GSM1957134,whOrg2_E11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456632,SRX1456632,Gray Camp,7-Dec-15
GSM1957135,whOrg2_E12_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456633,SRX1456633,Gray Camp,7-Dec-15
GSM1957136,whOrg2_E1_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456634,SRX1456634,Gray Camp,7-Dec-15
GSM1957137,whOrg2_E2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456635,SRX1456635,Gray Camp,7-Dec-15
GSM1957138,whOrg2_E3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456636,SRX1456636,Gray Camp,7-Dec-15
GSM1957139,whOrg2_E4_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456637,SRX1456637,Gray Camp,7-Dec-15
GSM1957140,whOrg2_E5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456638,SRX1456638,Gray Camp,7-Dec-15
GSM1957141,whOrg2_E6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456639,SRX1456639,Gray Camp,7-Dec-15
GSM1957142,whOrg2_E7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456640,SRX1456640,Gray Camp,7-Dec-15
GSM1957143,whOrg2_E8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456641,SRX1456641,Gray Camp,7-Dec-15
GSM1957144,whOrg2_E9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456642,SRX1456642,Gray Camp,7-Dec-15
GSM1957145,whOrg2_F10_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456643,SRX1456643,Gray Camp,7-Dec-15
GSM1957146,whOrg2_F11_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456644,SRX1456644,Gray Camp,7-Dec-15
GSM1957147,whOrg2_F12_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456645,SRX1456645,Gray Camp,7-Dec-15
GSM1957148,whOrg2_F2_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456646,SRX1456646,Gray Camp,7-Dec-15
GSM1957149,whOrg2_F3_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456647,SRX1456647,Gray Camp,7-Dec-15
GSM1957150,whOrg2_F4_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456648,SRX1456648,Gray Camp,7-Dec-15
GSM1957151,whOrg2_F5_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456649,SRX1456649,Gray Camp,7-Dec-15
GSM1957152,whOrg2_F6_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456650,SRX1456650,Gray Camp,7-Dec-15
GSM1957153,whOrg2_F7_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456651,SRX1456651,Gray Camp,7-Dec-15
GSM1957154,whOrg2_F8_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456652,SRX1456652,Gray Camp,7-Dec-15
GSM1957155,whOrg2_F9_hOrg35d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456653,SRX1456653,Gray Camp,7-Dec-15
GSM1957156,whOrg3_A10_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456654,SRX1456654,Gray Camp,7-Dec-15
GSM1957157,whOrg3_A11_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456655,SRX1456655,Gray Camp,7-Dec-15
GSM1957158,whOrg3_A12_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456656,SRX1456656,Gray Camp,7-Dec-15
GSM1957159,whOrg3_A1_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456657,SRX1456657,Gray Camp,7-Dec-15
GSM1957160,whOrg3_A2_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456658,SRX1456658,Gray Camp,7-Dec-15
GSM1957161,whOrg3_A3_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456659,SRX1456659,Gray Camp,7-Dec-15
GSM1957162,whOrg3_A4_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456660,SRX1456660,Gray Camp,7-Dec-15
GSM1957163,whOrg3_A6_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456661,SRX1456661,Gray Camp,7-Dec-15
GSM1957164,whOrg3_A7_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456662,SRX1456662,Gray Camp,7-Dec-15
GSM1957165,whOrg3_A8_hOrg37d,SRA,Homo sapiens,1,GPL16791,GSE75140,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1456663,SRX1456663,Gray Camp,7-Dec-15
