Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2361569,"CD1c+ cDC_S75","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271715",SRX2271715,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361570,"CD1c+ cDC_S76","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271716",SRX2271716,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361571,"CD1c+ cDC_S77","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271717",SRX2271717,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361572,"CD141+ cDC_S1","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271718",SRX2271718,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361573,"CD141+ cDC_S2","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271719",SRX2271719,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361574,"CD141+ cDC_S3","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271720",SRX2271720,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361575,"CD141+ cDC_S4","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271721",SRX2271721,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361576,"CD141+ cDC_S5","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271722",SRX2271722,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361577,"CD141+ cDC_S6","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271723",SRX2271723,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361578,"CD141+ cDC_S7","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271724",SRX2271724,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361579,"CD141+ cDC_S8","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271725",SRX2271725,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361580,"CD141+ cDC_S9","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271726",SRX2271726,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361581,"CD141+ cDC_S10","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271727",SRX2271727,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361582,"CD141+ cDC_S11","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271728",SRX2271728,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361583,"CD141+ cDC_S12","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271729",SRX2271729,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361584,"CD141+ cDC_S13","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271730",SRX2271730,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361585,"CD141+ cDC_S14","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271731",SRX2271731,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361586,"CD141+ cDC_S15","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271732",SRX2271732,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361587,"CD141+ cDC_S16","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271733",SRX2271733,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361588,"CD141+ cDC_S17","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271734",SRX2271734,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361589,"CD141+ cDC_S18","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271735",SRX2271735,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361590,"CD141+ cDC_S19","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271736",SRX2271736,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361591,"CD141+ cDC_S20","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271737",SRX2271737,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361592,"CD141+ cDC_S21","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271738",SRX2271738,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361593,"CD141+ cDC_S22","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271739",SRX2271739,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361594,"CD141+ cDC_S23","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271740",SRX2271740,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361595,"CD141+ cDC_S24","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271741",SRX2271741,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361596,"CD141+ cDC_S25","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271742",SRX2271742,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361597,"CD141+ cDC_S26","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271743",SRX2271743,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361598,"CD141+ cDC_S27","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271744",SRX2271744,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361599,"CD141+ cDC_S28","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271745",SRX2271745,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361600,"CD141+ cDC_S29","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271746",SRX2271746,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361601,"CD141+ cDC_S30","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271747",SRX2271747,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361602,"CD141+ cDC_S31","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271748",SRX2271748,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361603,"CD141+ cDC_S32","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271749",SRX2271749,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361604,"CD141+ cDC_S33","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271750",SRX2271750,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361605,"CD141+ cDC_S34","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271751",SRX2271751,"Thiago Y Oliveira","Nov 15, 2016"
GSM2361606,"CD141+ cDC_S35","SRA","Homo sapiens",1,GPL16791,GSE89232,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2271752",SRX2271752,"Thiago Y Oliveira","Nov 15, 2016"
